id,name,gender,species,state,forder,userId,createdAt,updatedAt;;
73, Ajonjol�, Sesamum, indicum, 1, 73, 1, 2020-01-24 16:11:04, 2020-01-24 16:11:04;;
413, Bot�n De Oro, Calendula, officinalis, 1, 413, 1, 2020-01-24 16:11:04, 2020-01-24 16:11:04;;
